basename read.len gen.cov assem.kmer short.name num.contigs.in.set len.cutoff low.ci confidence high.ci
EColik12CompleteGenome 250 25 181 EColik12CompleteGenome.250.25.181 53 3242 0.8301887 0.9056604 1 
EColik12CompleteGenome 250 25 181 EColik12CompleteGenome.250.25.181 49 5686 0.9183673 0.9591837 1.020408 
EColik12CompleteGenome 250 25 201 EColik12CompleteGenome.250.25.201 70 0 0.5571429 0.6714286 0.7857143 
EColik12CompleteGenome 250 25 201 EColik12CompleteGenome.250.25.201 70 0 0.5571429 0.6714286 0.7857143 
EColik12CompleteGenome 250 25 201 EColik12CompleteGenome.250.25.201 67 1214 0.5970149 0.7014925 0.8208955 
EColik12CompleteGenome 250 25 201 EColik12CompleteGenome.250.25.201 62 1344 0.6612903 0.7580645 0.8548387 
EColik12CompleteGenome 250 25 201 EColik12CompleteGenome.250.25.201 58 2045 0.7241379 0.8103448 0.9137931 
EColik12CompleteGenome 250 25 201 EColik12CompleteGenome.250.25.201 55 2744 0.7636364 0.8545455 0.9636364 
EColik12CompleteGenome 250 25 201 EColik12CompleteGenome.250.25.201 52 3282 0.8269231 0.9038462 1 
EColik12CompleteGenome 250 25 201 EColik12CompleteGenome.250.25.201 49 4985 0.9183673 0.9591837 1.020408 
EColik12CompleteGenome 250 50 21 EColik12CompleteGenome.250.50.21 740 0 0.5810811 0.6148649 0.6486486 
EColik12CompleteGenome 250 50 21 EColik12CompleteGenome.250.50.21 697 395 0.6169297 0.651363 0.6886657 
EColik12CompleteGenome 250 50 21 EColik12CompleteGenome.250.50.21 647 621 0.6661515 0.7001546 0.7372488 
EColik12CompleteGenome 250 50 21 EColik12CompleteGenome.250.50.21 603 803 0.7180763 0.7512438 0.7860697 
EColik12CompleteGenome 250 50 21 EColik12CompleteGenome.250.50.21 562 1119 0.7686833 0.8007117 0.8345196 
EColik12CompleteGenome 250 50 21 EColik12CompleteGenome.250.50.21 523 1512 0.8202677 0.8508604 0.8835086 
EColik12CompleteGenome 250 50 21 EColik12CompleteGenome.250.50.21 485 2029 0.8762887 0.9010309 0.9278351 
EColik12CompleteGenome 250 50 21 EColik12CompleteGenome.250.50.21 448 2591 0.9308036 0.9508929 0.9709821 
EColik12CompleteGenome 250 50 41 EColik12CompleteGenome.250.50.41 227 0 0.6211454 0.6828194 0.7444934 
EColik12CompleteGenome 250 50 41 EColik12CompleteGenome.250.50.41 227 0 0.6255507 0.6828194 0.7444934 
EColik12CompleteGenome 250 50 41 EColik12CompleteGenome.250.50.41 221 324 0.6425339 0.7013575 0.7647059 
EColik12CompleteGenome 250 50 41 EColik12CompleteGenome.250.50.41 206 820 0.6893204 0.7524272 0.8106796 
EColik12CompleteGenome 250 50 41 EColik12CompleteGenome.250.50.41 191 1247 0.7486911 0.8010471 0.8586387 
EColik12CompleteGenome 250 50 41 EColik12CompleteGenome.250.50.41 179 2139 0.8044693 0.8547486 0.9050279 
EColik12CompleteGenome 250 50 41 EColik12CompleteGenome.250.50.41 162 3033 0.8580247 0.9012346 0.9449074 
EColik12CompleteGenome 250 50 41 EColik12CompleteGenome.250.50.41 145 5665 0.9172414 0.9517241 0.9931034 
EColik12CompleteGenome 250 50 61 EColik12CompleteGenome.250.50.61 139 0 0.5395683 0.618705 0.705036 
EColik12CompleteGenome 250 50 61 EColik12CompleteGenome.250.50.61 132 301 0.5757576 0.6515152 0.7348485 
EColik12CompleteGenome 250 50 61 EColik12CompleteGenome.250.50.61 121 363 0.6280992 0.7107438 0.7933884 
EColik12CompleteGenome 250 50 61 EColik12CompleteGenome.250.50.61 113 1031 0.6725664 0.7522124 0.8318584 
EColik12CompleteGenome 250 50 61 EColik12CompleteGenome.250.50.61 104 1908 0.7403846 0.8076923 0.8846154 
EColik12CompleteGenome 250 50 61 EColik12CompleteGenome.250.50.61 96 2722 0.78125 0.8541667 0.9270833 
EColik12CompleteGenome 250 50 61 EColik12CompleteGenome.250.50.61 86 4395 0.8488372 0.9069767 0.9651163 
EColik12CompleteGenome 250 50 61 EColik12CompleteGenome.250.50.61 72 10949 0.9166667 0.9583333 1.013889 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 115 0 0.5043478 0.5913043 0.6782609 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 115 0 0.5043478 0.5913043 0.6869565 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 112 354 0.5178571 0.6071429 0.6970982 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 104 630 0.5673077 0.6538462 0.75 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 97 1138 0.6082474 0.7010309 0.7938144 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 90 1737 0.6666667 0.7555556 0.8444444 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 84 2501 0.7261905 0.8095238 0.8928571 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 78 3704 0.7948718 0.8589744 0.9358974 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 73 4932 0.8356164 0.9041096 0.9726027 
EColik12CompleteGenome 250 50 81 EColik12CompleteGenome.250.50.81 58 16472 0.9310345 0.9655172 1.017241 
EColik12CompleteGenome 250 50 101 EColik12CompleteGenome.250.50.101 90 0 0.5555556 0.6555556 0.7666667 
EColik12CompleteGenome 250 50 101 EColik12CompleteGenome.250.50.101 90 0 0.5666667 0.6555556 0.7444444 
EColik12CompleteGenome 250 50 101 EColik12CompleteGenome.250.50.101 84 904 0.6071429 0.702381 0.797619 
EColik12CompleteGenome 250 50 101 EColik12CompleteGenome.250.50.101 78 1737 0.6666667 0.7564103 0.8589744 
EColik12CompleteGenome 250 50 101 EColik12CompleteGenome.250.50.101 69 2888 0.7246377 0.8115942 0.9130435 
EColik12CompleteGenome 250 50 101 EColik12CompleteGenome.250.50.101 62 4490 0.7741935 0.8548387 0.9516129 
EColik12CompleteGenome 250 50 101 EColik12CompleteGenome.250.50.101 57 8121 0.8421053 0.9122807 1 
EColik12CompleteGenome 250 50 101 EColik12CompleteGenome.250.50.101 36 33395 0.9444444 0.9722222 1.027778 
EColik12CompleteGenome 250 50 121 EColik12CompleteGenome.250.50.121 83 0 0.5662651 0.6626506 0.7590361 
EColik12CompleteGenome 250 50 121 EColik12CompleteGenome.250.50.121 83 0 0.5653614 0.6626506 0.7710843 
EColik12CompleteGenome 250 50 121 EColik12CompleteGenome.250.50.121 78 1186 0.6025641 0.7051282 0.7948718 
EColik12CompleteGenome 250 50 121 EColik12CompleteGenome.250.50.121 73 1763 0.6575342 0.7534247 0.8503425 
EColik12CompleteGenome 250 50 121 EColik12CompleteGenome.250.50.121 67 2501 0.7164179 0.8059701 0.8955224 
EColik12CompleteGenome 250 50 121 EColik12CompleteGenome.250.50.121 63 2983 0.7777778 0.8571429 0.952381 
EColik12CompleteGenome 250 50 121 EColik12CompleteGenome.250.50.121 56 4932 0.8392857 0.9107143 0.9821429 
EColik12CompleteGenome 250 50 121 EColik12CompleteGenome.250.50.121 51 10949 0.9215686 0.9607843 1.019608 
EColik12CompleteGenome 250 50 141 EColik12CompleteGenome.250.50.141 76 0 0.5394737 0.6447368 0.75 
EColik12CompleteGenome 250 50 141 EColik12CompleteGenome.250.50.141 75 838 0.5466667 0.6533333 0.76 
EColik12CompleteGenome 250 50 141 EColik12CompleteGenome.250.50.141 69 1443 0.6086957 0.7101449 0.826087 
EColik12CompleteGenome 250 50 141 EColik12CompleteGenome.250.50.141 65 2484 0.6615385 0.7538462 0.8615385 
EColik12CompleteGenome 250 50 141 EColik12CompleteGenome.250.50.141 61 2938 0.704918 0.8032787 0.9016393 
EColik12CompleteGenome 250 50 141 EColik12CompleteGenome.250.50.141 56 4081 0.7678571 0.8571429 0.9642857 
EColik12CompleteGenome 250 50 141 EColik12CompleteGenome.250.50.141 52 4932 0.8269231 0.9038462 1 
EColik12CompleteGenome 250 50 141 EColik12CompleteGenome.250.50.141 49 8694 0.9183673 0.9591837 1.020408 
EColik12CompleteGenome 250 50 181 EColik12CompleteGenome.250.50.181 65 0 0.6153846 0.7230769 0.8307692 
EColik12CompleteGenome 250 50 181 EColik12CompleteGenome.250.50.181 62 1566 0.6612903 0.7580645 0.8709677 
EColik12CompleteGenome 250 50 181 EColik12CompleteGenome.250.50.181 58 2501 0.7241379 0.8103448 0.9137931 
EColik12CompleteGenome 250 50 181 EColik12CompleteGenome.250.50.181 55 2877 0.7636364 0.8545455 0.9454545 
EColik12CompleteGenome 250 50 181 EColik12CompleteGenome.250.50.181 51 4733 0.8235294 0.9019608 1 
EColik12CompleteGenome 250 50 181 EColik12CompleteGenome.250.50.181 42 15710 0.9047619 0.952381 1.02381 
EColik12CompleteGenome 250 50 201 EColik12CompleteGenome.250.50.201 70 0 0.5571429 0.6714286 0.7857143 
EColik12CompleteGenome 250 50 201 EColik12CompleteGenome.250.50.201 70 0 0.5714286 0.6714286 0.7857143 
EColik12CompleteGenome 250 50 201 EColik12CompleteGenome.250.50.201 67 1214 0.5970149 0.7014925 0.8059701 
EColik12CompleteGenome 250 50 201 EColik12CompleteGenome.250.50.201 62 1566 0.6612903 0.7580645 0.8709677 
EColik12CompleteGenome 250 50 201 EColik12CompleteGenome.250.50.201 58 2045 0.7241379 0.8103448 0.9137931 
EColik12CompleteGenome 250 50 201 EColik12CompleteGenome.250.50.201 55 2744 0.7636364 0.8545455 0.9454545 
EColik12CompleteGenome 250 50 201 EColik12CompleteGenome.250.50.201 52 3282 0.8269231 0.9038462 1 
EColik12CompleteGenome 250 50 201 EColik12CompleteGenome.250.50.201 49 4985 0.9183673 0.9591837 1.020408 
